Title,Rate,Price,Price Before Discount,Discount,Image URL,Description,Brand Name,Model Name,Screen Size,Color,Hard Disk Size,CPU Model,RAM Memory Installed,Operating System,Special Features,Graphics Description,Brand,Package Dimensions,Batteries,Item model number,Manufacturer,Series,Form Factor,Standing screen display size,Screen Resolution,Processor Brand,Processor Type,Processor Speed,Processor Count,RAM Size,Memory Technology,Computer Memory Type,Maximum Memory Supported,Hard Drive Size,Hard Disk Description,Audio Details,Graphics Coprocessor,Graphics Chipset Brand,Graphics Card Description,Graphics RAM Type,Graphics Card Ram Size,Graphics Card Interface,Wireless Type,Number of USB 3.0 Ports,Are Batteries Included,Lithium Battery Energy Content,Lithium Battery Packaging,Lithium Battery Weight,Number Of Lithium Ion Cells,Item Weight,ASIN,Customer Reviews,Best Sellers Rank,Date First Available,reviews,Product Dimensions,Resolution,Memory Clock Speed,Connectivity Type,Number of USB 2.0 Ports,Number of HDMI Ports,Voltage,Optical Drive Type,Hard Drive Interface,Speaker Description,Average Battery Life (in hours),Wattage,Hardware Platform,Number of Lithium Metal Cells,CPU Speed,Number of Ethernet Ports,Graphics Processor Manufacturer,CPU Model Manufacturer,Battery Cell Composition,Hard Disk Rotational Speed,Total USB Ports,Human Interface Input,Notebook Display Technology,Rear Webcam Resolution,Power Source,Manufacturer reference,Compatible Devices,Specific Uses For Product,Connector Type,Power Plug,Number of Items,Connectivity Technology
Dell Latitude 5540- XCTO Base- Intel Core I7-1370P Vpro Gray,Previous page,"65,999",,,https://m.media-amazon.com/images/I/61xBWB094cL._AC_SX425_.jpg,"About this item
3Years ProSupport and Next Business Day Onsite Service Extension Warranty
13th Generation Gen P-Series CPU
15.6"" FHD (1920x1080) Non-Touch
FHD/IR Camera with ExpressSign-In + Intelligent Privacy, Temporal Noise Reduction, Camera Shutter, Mic
RAM: 8GB, DDR5 Non-ECC
Storage: M.2 512GB
Height (rear): 0.90 in. Height (front): 0.82 in. Width: 14.09 in. Depth: 9.19 in.",Dell,,,Gray,512 GB,Core i7,,Linux,,,Dell,44 x 35.29 x 6.3 cm; 3.04 kg,,,Dell,,,,,Intel,Core i7,5.2 GHz,,8 GB,,DDR5 RAM,,512 GB,SSD,,,,,,,,,,,,,,,3.04 Kilograms,B0D6755YB5,,,2 June 2024,[],,,,,,,,,Thunderbolt,,,,Linux,,5.2 GHz,,,Intel,,,,,,,,,,,,,,
Dell Latitude 5540- XCTO Base- Intel Core I7-1355U- 13Th Generation Gray,Previous page,"60,999",,,https://m.media-amazon.com/images/I/41S8TS+ICjL._AC_SX425_.jpg,"About this item
3Y ProSupport and Next Business Day Onsite Service Extension
Intel 13th Generation
15.6"" FHD (1920x1080) Non-Touch
FHD/IR Camera with ExpressSign-In + Intelligent Privacy
RAM: 8GB, DDR4 Non-ECC
Storage: M.2 512GB
Height (rear): 0.90 in. Height (front): 0.82 in. Width: 14.09 in. Depth: 9.19 in.",Dell,,15 Inches,Gray,512 GB,Core i7,8 GB,Linux,,Integrated,Dell,44.29 x 35.2 x 6.2 cm; 2.85 kg,,,Dell,,,15 Inches,,Intel,Core i7,5 GHz,,8 GB,,DDR4 SDRAM,,512 GB,SSD,,,,Integrated,,,,,,,,,,,2.85 Kilograms,B0D6754FQB,,,2 June 2024,[],,,,,,,,,Thunderbolt,,,,Linux,,5 GHz,,,,,,,,,,,,,,,,,
"Dell Latitude 5430- Intel 12Th Generation Intel Vpro Essentials With Intel Core I7-1255U- 8Gb Ram Ddr4 Non-Ecc, M.2 512Gb Storage Gray-M002",Previous page,"48,999",,,https://m.media-amazon.com/images/I/71wZCqlEBDL._AC_SX425_.jpg,"About this item
3 Years Basic Onsite Service Warranty
Intel Iris Xe Graphics
14.0"" FHD (1920x1080) Anti Glare, Non-Touch
FHD/IR Camera with ExpressSign-In + Intelligent Privacy- Temporal Noise Reduction, Camera Shutter, Mic,WLAN
RAM: 8GB, DDR4 Non-ECC
Storage: M.2 512GB
Height: 0.76 in. Width: 12.65 in. Depth: 8.35 in.",Dell,,15.6 Inches,Gray,512 GB,Intel Core i7,8 GB,Linux,Fingerprint Reader,,Dell,49 x 34.5 x 6.2 cm; 2.44 kg,,,Dell,,,15.6 Inches,,Intel,Intel Core i7,1.7 GHz,,8 GB,,DDR4 SDRAM,,512 GB,SSD,,,,,,,,,,,,,,,2.44 Kilograms,B0D672KPKZ,,,2 June 2024,[],,,,,,,,,Thunderbolt,,,,Linux,,1.7 GHz,,,,,,,,,,,,,,,,,
"HP Laptop (15-fd0072ne), CPU: Core i5-1334U, 8GB DDR4 1DM 3200 Graphics Card: NVIDIA GeForce MX570A, VRAM: 2GB, Display: 15.6 FHD Antiglare IPS 300 nits Narrow border flat, 512GB, Windows 11",Previous page,"36,999",,,https://m.media-amazon.com/images/I/51vSx3NKmPL._AC_SX425_.jpg,"About this item
Processor: Intel Core i5-1334U, offering efficient performance and enhanced power savings for everyday computing and multitasking.
RAM:8GB, suitable for general use and multitasking.
Graphics: NVIDIA GeForce RTX 3050 Ti graphics card for high-quality gaming visuals.
Display: 15.6-inch FHD IPS display with 144Hz refresh rate for smooth gameplay.",HP,15-fd0072ne,15.6 Inches,Silver,,,8 GB,11,"Processor: Intel Core i5-1334U (up to 4.6 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads), Battery: 3-cell, 41 Wh Li-ion polymer, Wireless: MediaTek Wi-Fi 6E MT7902 (1x1) and Bluetooth 5.3 wireless card (supporting gigabit data rate), Graphics: NVIDIA GeForce MX570 A (2 GB GDDR6 dedicated), Storage: 512 GB PCIe NVMe M.2 SSDProcessor: Intel Core i5-1334U (up to 4.6 GHz with Intel Turbo Boost T…See more",Dedicated,HP,,1 Lithium Polymer batteries required. (included),15-fd0072ne,HP,15-fd0072ne,Netbook,15.6 Inches,,,,,10,,DDR4,DDR4 SDRAM,8 GB,,,,NVIDIA GeForce MX570,Intel,Dedicated,DDR4 SDRAM,2 GB,AGP,Bluetooth,,Yes,41 Watt Hours,Batteries contained in equipment,,3,1.65 Kilograms,B0D31CC1ZN,,,30 April 2024,[],23 x 33 x 2 cm; 1.65 kg,,,,,,,DVD,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus Gaming Laptop, CPU: Core i7-13700H, 16GB DDR5 2DM 5200 Graphics Card: NVIDIA GeForce RTX 4060, VRAM: 8GB, Display: 16.1 QHD IPS 300 nits 240Hz flat, 1TB, Windows 11 (16-r0068ne)",Previous page,"76,751",,,https://m.media-amazon.com/images/I/51w3cap7ElL._AC_SX425_.jpg,"About this item
Processor: Core i7-13700H, a newer generation processor offering improved performance.
RAM:16GB, providing ample memory for multitasking and resource-intensive tasks.
Graphics: NVIDIA GeForce RTX 3050 Ti graphics card for high-quality gaming visuals.
Display: 16.1-inch FHD IPS display with 144Hz refresh rate for smooth visuals.",HP,16-r0068ne,16.1 Inches,Blue,1 TB,Core i7,16 GB,Windows 11,Numeric Keypad,Dedicated,HP,,1 Lithium Polymer batteries required. (included),16-r0068ne,HP,16-r0068ne,Netbook,16.1 Inches,2560x1440 pixels,Intel,Core i7,2.4 GHz,14,,DDR5,DDR4 SDRAM,16 GB,1 TB,SSD,Bluetooth,NVIDIA GeForce RTX 4060,Intel,Dedicated,DDR5 SDRAM,8 GB,AGP,Bluetooth,,Yes,83 Watt Hours,Batteries contained in equipment,,6,2.5 Kilograms,B0D31C5K52,,,30 April 2024,[],23 x 33 x 2 cm; 2.5 kg,,,"Bluetooth, Wi-Fi",,,,DVD,Serial ATA,,,,,,,,,,,,,,,,,,,,,,,
"HP Pav Plus Laptop, CPU: Core i7-1355U, 16GB DDR4 on-board Graphics Card: Nvidia GeForce RTX 2050, VRAM: 4GB, Display: 14 2.8K (2880x1800) OLED 400 nits 90Hz s, 1TB, Windows 11 (14-eh1005ne)",Previous page,"69,999",,,https://m.media-amazon.com/images/I/51VMOosGEiL._AC_SX425_.jpg,"About this item
Processor: Intel Core i7-1355U, providing high-performance computing with efficient power management for a smooth and responsive user experience.
RAM:16GB, providing ample memory for multitasking and resource-intensive tasks.
Graphics:Nvidia GeForce RTX 2050, providing solid performance for gaming and multimedia applications with advanced graphics capabilities.
Display: 14-inch FHD IPS display with 144Hz refresh rate for vibrant visuals and smooth performance.",HP,14-eh1005ne,14 Inches,Blue,1 TB,,16 GB,Windows 11,"Storage: 1 TB PCIe NVMe M.2 SSD, Wireless: Intel Wi-Fi 6E AX211 (2x2) and Bluetooth 5.3 wireless card (supporting gigabit data rate), Graphics: NVIDIA GeForce RTX 2050 Laptop GPU (4 GB GDDR6 dedicated), Battery: 3-cell, 51 Wh Li-ion polymer, Processor: Intel Core i7-1355U (up to 5.0 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)Storage: 1 TB PCIe NVMe M.2 SSD, Wireless: Intel Wi-Fi 6E…See more",Dedicated,HP,,1 Lithium Polymer batteries required. (included),14-eh1005ne,HP,14-eh1005ne,Netbook,14 Inches,2560 x 1600 pixels,,,,10,16,DDR4,DDR4 SDRAM,16 GB,1 TB,,Headphones,NVIDIA GeForce RTX 2050,Intel,Dedicated,DDR4 SDRAM,4 GB,AGP,Bluetooth,,Yes,51 Watt Hours,Batteries contained in equipment,,3,1.5 Kilograms,B0D31BK6JT,,"#401,866 in Electronics (See Top 100 in Electronics)#1,235 inTraditional Laptops",30 April 2024,[],23 x 33 x 2 cm; 1.5 kg,,,,,,,DVD,,,8 Hours,,,,,,,,,,,,,,,,,,,,,
"HP Pav x360 Laptop, CPU: Core i5-1335U, 8GB DDR4 on-board Graphics Card: Intel Iris Xe, VRAM: Shared, Display: Touch/14.0 FHD IPS 250 nits, 512GB, Windows 11 (14-ek1020ne)",Previous page,"36,999",,,https://m.media-amazon.com/images/I/81RXoQVaBlL._AC_SX425_.jpg,"About this item
Processor: Intel Core i5-1335U, providing efficient performance and power savings for everyday computing tasks and productivity.
RAM:8GB, suitable for general use and multitasking.
Graphics: Intel Iris Xe, integrated graphics with shared VRAM, providing efficient performance for everyday tasks and light multimedia applications.
Display: 14-inch FHD IPS display with 144Hz refresh rate for smooth visuals.",HP,14-ek1020ne,14 Inches,Silver,,,8 GB,Windows 11,"Battery: 3-cell, 43 Wh Li-ion polymer, Wireless: Realtek Wi-Fi 6 (2x2) and Bluetooth 5.3 wireless card (supporting gigabit data rate), Processor: Intel Core i5-1335U (up to 4.6 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads), Graphics: Intel Iris X Graphics, Storage: 512 GB PCIe NVMe M.2 SSDBattery: 3-cell, 43 Wh Li-ion polymer, Wireless: Realtek Wi-Fi 6 (2x2) and Bluetoo…See more",Integrated,HP,,1 Lithium Polymer batteries required. (included),14-ek1020ne,HP,14-ek1020ne,,14 Inches,,,,,1,,DDR4,,16 GB,,,,,Intel,Integrated,DDR4 SDRAM,,Integrated,,1,Yes,43 Watt Hours,Batteries contained in equipment,,3,1.51 Kilograms,B0D22HJ2GD,,,18 April 2024,[],23 x 33 x 2 cm; 1.51 kg,1920x1080 Pixels,,,2,,,,,,9 Hours,,,,,,,,,,,,,,,,,,,,,
"DELL G15-5530 Gaming Laptop - 13th Intel Core i7-13650HX 14 Cores, NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics, 16GB DDR5-4800 MHz RAM, 1TB SSD, 15.6"" FHD (1920x1080) 360Hz, 4Z RGB Backlit, Windows 11",Previous page,"79,199",,,https://m.media-amazon.com/images/I/419C+SGqIFL._AC_SX425_.jpg,"About this item
DELL G15 5530 Gaming Laptop - 13th Intel Core i7-13650HX (24 MB cache, 14 core, up to 4.90 GHz), NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics, 16GB (2x8GB) DDR5 4800MHz RAM, 1TB M.2 PCIe NVMe SSD, 15.6"" FHD (1920x1080) 3ms 360Hz sRGB-100% ComfortViewPlus NVIDIA G-SYNC+DDS, 6-Cell Battery 86WHr (Integrated) , 330W AC Adapter, Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key, Windows 11 - Dark Shadow Gray",Dell,G15 5530 Gaming,15.6 Inches,Dark Shadow Gray,1 TB,Intel Core i7,16 GB,Windows 11,"Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key, 15.6"" FHD (1920x1080) 360Hz 3 ms sRGB-100% ComfortViewPlus NVIDIA G-SYNC+DDS Display, 13th Intel Core i7-13650HX (24 MB cache, 14 core, up to 4.90 GHz), NVIDIA GeForce RTX 4060 8GB GDDR6, 6-Cell Battery 86WHr (Integrated)Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key, 15.6""…See more",Dedicated,Dell,58.2 x 34.79 x 7.9 cm; 2.65 kg,,5530I13650HX16G1T8RTX4060WH360,DELL,G15 5530 Gaming,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Intel Core i7,2.6 GHz,14,16 GB,SODIMM DDR5,DDR5 RAM,32 GB,1 TB,SSD,Headphones,RTX 4060 8GB,NVIDIA,Dedicated,GDDR6,8 GB,AGP,"Bluetooth, 802.11ax",3,,86 Watt Hours,Batteries contained in equipment,,,2.65 Kilograms,B0CWG5WPG3,,"#407,732 in Electronics (See Top 100 in Electronics)#1,247 inTraditional Laptops",26 February 2024,[],,1920x1080 Pixels,4800 MHz,"Intel(R) Wi-Fi 6 AX201, 2x2, 8 02.11ax, Bluetooth(R) wireless card",,1,240 Volts,,PCIE x 4,,,,,,,1,,,,,,,,,,,,,,,,
"Lenovo Legion Pro 5, Intel Core i7-13700HX, 16GB DDR5-4800, 16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% sRGB, 240Hz,1TB SSD, Windows 11 Home (82WK00AKED) 2 Years Local Warranty by Lenovo",Previous page,"88,999",,,https://m.media-amazon.com/images/I/61OOZeiFNtL._AC_SX425_.jpg,"About this item
Next-generation gaming performance with Legion Pro5
16-Inch WQXGA (2560x1600) IPS 500nits Anti-glare display for ultimate gaming experiance
Intel Core processors and NVIDIA GeForce RTX graphics for the ultimate gaming experience",Lenovo,Legion Pro5,16 Inches,Gray,1 TB,Core i7,16 GB,Windows 11 Home,"Backlit Keyboard, Anti Glare Coating",Integrated,Lenovo,48 x 42 x 32 cm; 1.35 kg,1 Lithium Ion batteries required. (included),82WK00AKED,Lenovo,Legion Pro5,Ultra-Portable,16 Inches,2560 x 1600 pixels,NVIDIA,Core i7,5 GHz,1,16 GB,DDR5,SODIMM,32 GB,1 TB,SSD,Headphones,NVIDIA GeForce RTX 4060,NVIDIA,Integrated,GDDR6,8 GB,Integrated,,1,Yes,80 Watt Hours,Batteries contained in equipment,341 Grams,4,1.35 Kilograms,B0CW18WL79,,"#398,347 in Electronics (See Top 100 in Electronics)#1,204 inTraditional Laptops",16 February 2024,[],,2560x1600 Pixels,,"Bluetooth, Wi-Fi",2,1,,DVD,PCIE x 4,Built-in Stereo Speakers,10 Hours,,,,,,,,,,,,,,,,,,,,,
"DELL G15 5530 Gaming Laptop - 13th Intel Core i7-13650HX 14 Cores, NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics, 16GB DDR5-4800 MHz RAM, 1TB SSD, 15.6"" FHD (1920x1080) 360Hz, 4Z RGB Backlit, Windows 11",Previous page,"79,199",,,https://m.media-amazon.com/images/I/419C+SGqIFL._AC_SX425_.jpg,"About this item
DELL G15 5530 Gaming Laptop - 13th Intel Core i7-13650HX (24 MB cache, 14 core, up to 4.90 GHz), NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics, 16GB (2x8GB) DDR5 4800MHz RAM, 1TB M.2 PCIe NVMe SSD, 15.6"" FHD (1920x1080) 3ms 360Hz sRGB-100% ComfortViewPlus NVIDIA G-SYNC+DDS, 6-Cell Battery 86WHr (Integrated) , 330W AC Adapter, Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key, Windows 11 - Dark Shadow Gray",Dell,G15 5530 Gaming,15.6 Inches,Dark Shadow Gray,1 TB,Intel Core i7,16 GB,Windows 11,"Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key, 15.6"" FHD (1920x1080) 360Hz 3 ms sRGB-100% ComfortViewPlus NVIDIA G-SYNC+DDS Display, 13th Intel Core i7-13650HX (24 MB cache, 14 core, up to 4.90 GHz), NVIDIA GeForce RTX 4060 8GB GDDR6, 6-Cell Battery 86WHr (Integrated)Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key, 15.6""…See more",Dedicated,Dell,58.7 x 34.7 x 7.4 cm; 2.65 kg,,5530I13650HX16G1T8RTX4060W.360,DELL,G15 5530 Gaming,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Intel Core i7,2.6 GHz,14,16 GB,SODIMM DDR5,DDR5 RAM,32 GB,1 TB,SSD,Headphones,RTX 4060 8GB,NVIDIA,Dedicated,GDDR6,8 GB,AGP,"Bluetooth, 802.11ax",3,,86 Watt Hours,Batteries contained in equipment,,,2.65 Kilograms,B0CRT63XRN,,"#398,447 in Electronics (See Top 100 in Electronics)#1,206 inTraditional Laptops",8 January 2024,[],,1920x1080 Pixels,4800 MHz,"Intel(R) Wi-Fi 6 AX201, 2x2, 8 02.11ax, Bluetooth(R) wireless card",,1,240 Volts,,PCIE x 4,,6 Hours,,,,,1,,,,,,,,,,,,,,,,
"DELL G15 5530 Gaming Laptop - 13th Intel Core i7-13650HX 14 Cores, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 16GB DDR5-4800 MHz RAM, 512GB SSD, 15.6"" FHD (1920x1080) 165Hz, 4Z RGB Backlit, UBUNTU",Previous page,"59,888",,,https://m.media-amazon.com/images/I/419C+SGqIFL._AC_SX425_.jpg,"About this item
DELL G15 5530 Gaming Laptop - 13th Intel Core i7-13650HX (24 MB cache, 14 core, up to 4.90 GHz), NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 16GB (2x8GB) DDR5 4800MHz RAM, 512GB M.2 PCIe NVMe SSD, 15.6"" FHD (1920x1080) 3ms 165Hz sRGB-100% ComfortViewPlus NVIDIA G-SYNC+DDS, 6-Cell Battery 86WHr (Integrated) , 330W AC Adapter, English Arabic Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key, UBUNTU - Dark Shadow Gray",Dell,G15 5530 Gaming,15.6 Inches,Dark Shadow Gray,512 GB,Intel Core i7,16 GB,UBUNTU,"13th Intel Core i7-13650HX (24 MB cache, 14 core, up to 4.90 GHz), 15.6"" FHD (1920x1080) 165Hz 3 ms sRGB-100% ComfortViewPlus NVIDIA G-SYNC+DDS Display, 6-Cell Battery 86WHr (Integrated), English Arabic Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key, NVIDIA GeForce RTX 4050 6GB GDDR613th Intel Core i7-13650HX (24 MB cache, 14 core, up to 4.90 GHz), 15.6"" FHD…See more",Dedicated,Dell,57.9 x 34.6 x 7.7 cm; 2.65 kg,,5530I13650HX16G512G6RTX4050U165,DELL,G15 5530 Gaming,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Intel Core i7,2.6 GHz,14,16 GB,SODIMM DDR5,DDR5 RAM,32 GB,512 GB,512GB M.2 PCIe NVMe SSD,Headphones,RTX 4050 6GB,NVIDIA,Dedicated,GDDR6,6 GB,AGP,"Bluetooth, 802.11ax",3,,86 Watt Hours,Batteries contained in equipment,,,2.65 Kilograms,B0CQYB7NPV,,,26 December 2023,[],,1920x1080 Pixels,4800 MHz,"Intel(R) Wi-Fi 6 AX201, 2x2, 8 02.11ax, Bluetooth(R) wireless card",,1,240 Volts,,PCIE x 4,,,,,,,1,,,,,,,,,,,,,,,,
"Lenovo LOQ 15APH8 Gaming Laptop - Ryzen 7 7840HS, AI Chip: LA1, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD (1920x1080) IPS 350nits 144Hz, Backlit KB, Windows 11",Previous page,"54,999",,,https://m.media-amazon.com/images/I/51sfAk+pcQL._AC_SX425_.jpg,"About this item
AMD Ryzen 7 7840HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)
NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 95W
1x 8GB SO-DIMM DDR5
512GB SSD M.2 2242 PCIe 4.0x4 NVMe
15.6"" FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC, FreeSync",Lenovo,LOQ 15APH8,15.6 Inches,Storm Grey,512 GB,Ryzen 7,16 GB,Windows 11,"FHD 1080p with E-shutter camera, Battery : Integrated 60Wh, Stereo speakers 2W x2 optimized with Nahimic Audio, Backlit Keyboard, Windows 11 HomeFHD 1080p with E-shutter camera, Battery : Integrated 60Wh, Stereo…See more",Dedicated,Lenovo,55.01 x 35.6 x 8.6 cm; 2.4 kg,,LOQ7840HS16G512G6RTX4050W11,Lenovo,LOQ 15APH8,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,AMD,Ryzen 7,3.8 GHz,8,16,DDR5,DDR5 RAM,32 GB,512 GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,"High Definition (HD) Audio, Realtek® ALC3287 codec",NVIDIA GeForce RTX 4050,NVIDIA,Dedicated,GDDR6,6 GB,AGP,"Bluetooth, 802.11ax",3,,60 Watt Hours,Batteries contained in equipment,,,2.4 Kilograms,B0CQVZW391,,"#398,127 in Electronics (See Top 100 in Electronics)#1,200 inTraditional Laptops",23 December 2023,[],,1920x1080 Pixels,4800 MHz,"Wi-Fi® 6, 11ax 2x2 + BT5.1",1,1,240 Volts,,PCIE x 4,"Stereo speakers, 2W x2, optimized with Nahimic Audio",,,,,,1,,,,,,,,,,,,,,,,
"acer Predator Triton 300 SE 14 Gaming Laptop 14"" FHD+ IPS 165Hz Intel 14-Core i7-12700H 16GB DDR5 512GB SSD GeForce RTX 3060 6GB RGB Backlit Fingerprint Thunderbolt Win11 Black + HDMI Cable",5.0 out of 5 stars,"73,600",,,https://m.media-amazon.com/images/I/717Yp9greuL._AC_SX425_.jpg,"About this item
16GB DDR5 | 512GB SSD
Equipped With The Most Powerful and Fast 12th Gen Intel 14-Core i7-12700H Processor
14"" FHD+ (1920 x 1200) IPS ComfyView 165Hz Display, Dedicated NVIDIA GeForce RTX 3060 6GB
2 x USB-A 3.2, 1 x USB-C 3.2 (Up to 10Gbps/DisplayPort/Thunderbolt 4/USB charging 5V 3A), 1 x HDMI
Microsoft Windows 11 Home, RGB Backlit Keyboard, Fingerprint Reader, Killer 1675i, 1080p Webcam, Up to 10 Hours of Battery Life",Acer,Acer Predator Triton 300 SE,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11,Backlit Keyboard,Dedicated,Acer,,,Acer Predator Triton 300 SE,Acer,Acer Predator Triton 300 SE,,14 Inches,1920 x 1200 pixels,Intel,Core i7,3.5 GHz,14,16,DDR5,DDR5 RAM,16 GB,512 GB,SSD,Headphones,NVIDIA GeForce RTX 3060,NVIDIA,Dedicated,DDR SDRAM,6 GB,,Bluetooth,2,,56 Watt Hours,,,,1.71 Kilograms,B0CQSRNQBQ,,,11 June 2024,[],22.61 x 31.24 x 1.98 cm; 1.71 kg,1920 x 1200 Pixels,,Bluetooth,,1,5 Volts,,Solid State,,10 Hours,,PC,,,,,,,1.00,,,,,AC & Battery,,,,,,,
"Lenovo LOQ 15IRH8 Gaming Laptop - i7-13620H 10 Cores, AI Chip: LA1, NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD (1920x1080) IPS 350nits 144Hz + Lenovo LOQ RGB Mouse",Previous page of related Sponsored Products,"58,999",,,https://m.media-amazon.com/images/I/51ojcH0oVoL._AC_SX425_.jpg,"About this item
Lenovo LOQ 15IRH8 Gaming Laptop - 13th Intel Core i7-13620H 10 Cores, AI Chip: LA1, NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics, 16GB DDR5-5200 Mhz, 512GB SSD M.2 2242 PCIe 4.0x4 NVMe, 15.6"" FHD (1920x1080) IPS 350 nits Anti-glare 144Hz G-Sync, 4-Zone RGB Backlit Keyboard + Lenovo LOQ M100 RGB Mouse",Lenovo,Lenovo LOQ 15IRH8,15.6 Inches,Storm Grey,512 GB,Intel Core i7,16 GB,,"AI Chip: LA1, NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 115W, 15.6"" FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®, Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB, 2x 8GB SO-DIMM DDR5-5200AI Chip: LA1, NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clo…See more",Dedicated,Lenovo,54.29 x 35.79 x 8.4 cm; 2.4 kg,,82XV00VQED,Lenovo,Lenovo LOQ 15IRH8,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,"Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",Intel Core i7,2.4 GHz,10,16 GB,SO-DIMM DDR5-5200,DDR5 RAM,32 GB,512 GB,"512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®, SSD","High Definition (HD) Audio, Realtek® ALC3287 codec",NVIDIA GeForce RTX 4060,NVIDIA,Dedicated,GDDR6,8 GB,AGP,Bluetooth,3,,60 Watt Hours,Batteries contained in equipment,,,2.4 Kilograms,B0CQGDKVWK,,,16 December 2023,[],,1920x1080 Pixels,5200 MHz,"Wi-Fi® 6E, 11ax 2x2 + BT5.1",,1,,,PCIE x 4,"Stereo speakers, 2W x2, optimized with Nahimic Gaming Audio",7 Hours,,,,,1,,,,,,,,,,,,,,,,
"Dell Vostro 3520 Laptop - 12th Intel Core i7-1255U 10-Cores, 8GB RAM, 512GB SSD, Intel UHD Graphics, 15.6"" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare, FingerPrint, Ubuntu - Carbon Black",Previous page,"32,770",,,https://m.media-amazon.com/images/I/71JPy7gSTyL._AC_SX425_.jpg,"About this item
12th Generation Intel Core i7-1255U (12MB Cache, up t o 4.7 GHz, 10 cores)
8GB DDR4 2666MHz
512GB M.2 PCIe NVMe Solid State Drive
802.11ac 1x1 WiFi, Bluetooth wireless card
Finger Print Reader",Dell,Vostro 3520,15.6 Inches,Carbon Black,512 GB,Core i7-1255U,8 GB,Ubuntu,"4-Cell Battery 54WHr (Integrated), 65 Watt AC Adapter, English Arabic Full Size Keyboard, 15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display, Intel UHD Graphics4-Cell Battery 54WHr (Integrated), 65 Watt AC Adapter, English Arabic F…See more",Integrated,Dell,49.5 x 32.5 x 7.4 cm; 1.83 kg,,V3520I1255U8G512G,Dell,Vostro 3520,Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Core i7-1255U,4.7,10,,DDR4,DDR4 SDRAM,16 GB,512 GB,512GB PCIe NVMe SSD,Speakers,Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,"Bluetooth, 801.11ac",2,,54 Watt Hours,Batteries contained in equipment,,,1.83 Kilograms,B0CQFHN4V9,,"#399,645 in Electronics (See Top 100 in Electronics)#1,220 inTraditional Laptops",16 December 2023,[],,1920x1080 Pixels,,"802.11ac, Bluetooth wireless card",1,1,5 Volts,,PCIE x 4,,,,,,,1,,,,,,,,,,,,,,,,
